"Features","Dilution","SampleType","Condition","Day","ZT","Sample","Gluconapin","Glucobrassicanapin_Sm","Glucobrassicanapin_Lg","Glucoerucin_Sm","Glucoerucin_Lg","Glucobrassicin","Glucoalyssin","Neoglucobrassicin_Lg","Neoglucobrassicin_Sm","Glutamate","RaphanusamicAcid","Sucrose","Glutamine","VisRegion","MOPs","2D_Norm","Sinigrin","Rep"
"Fourth_AllSamps_Batch3_Pools_AllZTs_AllSampsTech2","Fourth","AllSamps","Batch3","Pools","AllZTs","AllSampsTech2","128290768.00","   637042.12","   637042.12","    15350.48","    15350.48","  1473337.50","   377624.44","    35334.75","  1437668.50"," 17344504.00","   589447.69"," 66962728.00","  5484589.00"," 17760472.00"," 74889024.00","  8939566.00","   226405.62","Rep3"
"Fourth_Initial_LL_Pools_AllZTs_Allcircadian","Fourth","Initial","LL","Pools","AllZTs","Allcircadian","  28270.35","      0.00","      0.00","      0.00","      0.00","      0.00","      0.00","      0.00","      0.00"," 195499.89","      0.00"," 133963.38","  76550.39","2631934.50","  60440.66"," 544892.69","      0.00","Rep3"
"Fourth_AllSamps_Batch3_Pools_AllZTs_AllSampsTech3","Fourth","AllSamps","Batch3","Pools","AllZTs","AllSampsTech3","121691552.00","   534393.62","   534393.62","    16702.11","    16702.11","  1191944.00","   328541.62","    30406.86","  1202364.38"," 14407421.00","   384827.06"," 58667248.00","  4728053.00"," 17860656.00"," 75425544.00","  7536490.00","   160723.56","Rep3"
"Fourth_Initial_LD_Pools_AllZTs_Alldiel","Fourth","Initial","LD","Pools","AllZTs","Alldiel","11277069.00","   51618.76","   51618.76","       0.00","       0.00","  262767.16","   56818.84","       0.00","  175347.61"," 2344495.50","  147269.64"," 7430398.00"," 1562772.88"," 4549091.00","14101112.00"," 2217384.00","   17741.75","Rep3"
"Fourth_AllSamps_Batch3_Pools_AllZTs_AllSampsTech1","Fourth","AllSamps","Batch3","Pools","AllZTs","AllSampsTech1","72059448.000","  420896.156","  420896.156","    9185.557","    9185.557","  757495.438","  180840.781","  862683.750","  862683.750"," 8958195.000","  357795.812","52242808.000"," 4236356.000","14155909.000","65164180.000"," 7117898.000","  122709.219","Rep3"
"Fourth_Initial_LD_Day2_0_117","Fourth","Initial","LD","Day2","ZT0","117","41609956.00","  262350.91","  262350.91","       0.00","       0.00","  636482.19","  283790.72","   29008.47","  642970.31","10615125.00","  563725.62","27668902.00"," 3552818.75"," 9159021.00","53403288.00"," 6493270.50","   74606.14","Rep3"
"Fourth_Initial_LD_Day1_8_94","Fourth","Initial","LD","Day1","ZT8","94","52853788.00","  142408.83","  142408.83","   16901.06","   16901.06","  991152.19","  305354.81","  540619.44","  540619.44","10146350.00","  639895.56","27187912.00"," 7662176.00","13989133.00","76230512.00"," 3421705.00","  147985.00","Rep3"
"Fourth_Initial_LD_Day1_12_100","Fourth","Initial","LD","Day1","ZT12","100","50934104.00","  206927.75","  206927.75","   53733.45","   53733.45","  897517.75","  601029.06","  603978.00","  603978.00","19466988.00"," 1183711.75","23526904.00"," 7915895.50","13354451.00","53147680.00"," 9175524.00","   84673.49","Rep3"
"Fourth_Initial_LL_Day1_4_399","Fourth","Initial","LL","Day1","ZT4","399","155186400.0","  1435166.2","  1435166.2","        0.0","        0.0","   680197.6","   269236.7","   844141.9","   844141.9","  9404917.0","   256629.0"," 66573192.0","  1100308.5"," 17366436.0"," 88630064.0","  9694728.0","   230844.5","Rep3"
"Fourth_Initial_LD_Day3_0_153","Fourth","Initial","LD","Day3","ZT0","153","158701248.0","   605830.0","   605830.0","        0.0","        0.0","  3779183.8","   511143.4","  2930727.8","  2930727.8"," 18596378.0","   487482.7"," 60638664.0","  6291915.0"," 19588494.0"," 83718520.0"," 12013478.0","   239157.4","Rep3"
"Fourth_Initial_LL_Day1_16_402","Fourth","Initial","LL","Day1","ZT16","402","142606912.0","   726376.9","   726376.9","        0.0","        0.0","   289786.3","   102044.6","  1560799.5","  1560799.5"," 19355944.0","   263196.8"," 81090744.0","  2828119.0"," 25892046.0"," 72226456.0"," 11741185.0","   150732.2","Rep3"
"Fourth_Initial_LD_Day2_16_142","Fourth","Initial","LD","Day2","ZT16","142","152667856.0","   800792.6","   800792.6","    53346.1","    53346.1","  2860586.0","  1535923.8","  1869684.0","  1869684.0"," 23882406.0","  1686939.0"," 42240888.0","  6840954.5"," 14533934.0"," 90530408.0"," 24189264.0","   238974.5","Rep3"
"Fourth_Initial_LL_Day1_8_400","Fourth","Initial","LL","Day1","ZT8","400","100528144.00","   457078.78","   457078.78","        0.00","        0.00","    21963.67","    94709.09","    13504.04","    13504.04"," 11432515.00","   353447.56"," 95580680.00","  1532869.12"," 27705912.00","101446464.00"," 11223595.00","   116674.03","Rep3"
"Fourth_Initial_LL_Day1_12_401","Fourth","Initial","LL","Day1","ZT12","401","45075284.00","  164939.25","  164939.25","       0.00","       0.00","  357936.09","   21380.37"," 1208797.25"," 1208797.25","10027529.00","  201197.41","63751192.00"," 1230576.00","14722081.00","58288048.00"," 7394127.00","   80580.91","Rep3"
"Fourth_Initial_LD_Day2_12_135","Fourth","Initial","LD","Day2","ZT12","135","60084840.000","  145322.766","  145322.766","    7174.001","    7174.001"," 1314829.625","  206954.812","  658520.125","  658520.125","10616727.000","  400931.969","31291800.000"," 6926510.000","11823434.000","35010332.000"," 7172568.000","   82943.391","Rep3"
"Fourth_Initial_LL_Day1_20_403","Fourth","Initial","LL","Day1","ZT20","403","977066112.00","  1266674.50","  1266674.50","    26802.69","    26802.69"," 18924110.00","  2448972.00"," 17274118.00"," 17274118.00"," 67133592.00","  3179836.00","128437976.00","  5868663.00"," 68066464.00","211414352.00"," 13107818.00","  2253521.25","Rep3"
"Fourth_Initial_LL_Day1_0_393","Fourth","Initial","LL","Day1","ZT0","393","82191656.00","  435009.50","  435009.50","       0.00","       0.00","  494426.19","  418032.72","   28729.60","   28729.60","24148986.00","   58168.97","69773120.00","25554724.00","28412924.00","68967896.00","14950249.00","  119250.23","Rep3"
"Fourth_Initial_LD_Day2_8_129","Fourth","Initial","LD","Day2","ZT8","129","67254248.0","  325138.5","  325138.5","       0.0","       0.0"," 1528721.6","  216600.4","  995816.7","  995816.7","10234380.0","  347915.9","55449072.0","13651259.0","19128948.0","85077936.0","11604458.0","  114124.2","Rep3"
"Fourth_Initial_LD_Day2_20_149","Fourth","Initial","LD","Day2","ZT20","149","97739688.00","  588518.81","  588518.81","   12637.97","   12637.97"," 2647257.75","  242009.53"," 1217544.00"," 1217544.00","21480086.00","  350102.75","42643912.00"," 6275074.50","18324788.00","85541624.00","12034444.00","  160254.61","Rep3"
"Fourth_Initial_LL_Day2_0_404","Fourth","Initial","LL","Day2","ZT0","404","284090080.00","  1527990.88","  1527990.88","    12032.06","    12032.06","  1453061.75","   373296.75","    22254.23","  1029030.00"," 10014239.00","   359786.81"," 80421792.00","  2584203.25"," 21693180.00"," 66230260.00"," 11024881.00","   274101.84","Rep3"
"Fourth_Initial_LL_Day2_12_407","Fourth","Initial","LL","Day2","ZT12","407","52227796.00","  164214.78","  164214.78","       0.00","       0.00"," 1609408.38","   31983.92"," 2100706.75"," 2100706.75","12391427.00","  379831.56","54301468.00"," 1356272.75","15724032.00","70324968.00"," 9302817.00","   81441.59","Rep3"
"Fourth_Initial_LL_Day2_16_408","Fourth","Initial","LL","Day2","ZT16","408","1.542943e+08","6.903255e+05","6.903255e+05","0.000000e+00","0.000000e+00","1.207155e+05","2.477785e+04","8.099402e+03","1.321956e+06","1.085195e+07","4.461928e+05","8.234161e+07","1.059778e+06","1.647704e+07","7.622603e+07","8.713362e+06","1.261504e+05","Rep3"
"Fourth_Initial_LL_Day2_20_70","Fourth","Initial","LL","Day2","ZT20","70","80939208.000","  432469.875","  432469.875","    6857.673","    6857.673","  230152.094","   44980.910","       0.000","  627821.938"," 3705373.750","   91328.188","57476364.000","  469192.844","12234391.000","75476688.000"," 6959112.000","  107732.031","Rep3"
"Fourth_Wounded_LD_Pools_AllZTs_Alldiel","Fourth","Wounded","LD","Pools","AllZTs","Alldiel","137372720.00","   491993.75","   491993.75","    33138.89","    33138.89","  2344210.25","   702526.00","  1366094.62","  1366094.62"," 23944362.00","   595568.88"," 45510728.00","  7528988.50"," 18968090.00"," 46150232.00","  6412003.50","   241671.75","Rep3"
"Fourth_Initial_LL_Day2_4_405","Fourth","Initial","LL","Day2","ZT4","405","64950064.00","  241228.95","  241228.95","       0.00","       0.00","  616833.25","   41957.28"," 1694651.00"," 1694651.00"," 8844235.00","  401718.31","54597604.00"," 1283142.62","17151026.00","92393600.00"," 9859328.00","   76997.62","Rep3"
"Fourth_Wounded_LD_Day1_0_3","Fourth","Wounded","LD","Day1","ZT0","3","  199459.05","   15777.86","   15777.86","       0.00","       0.00","       0.00","       0.00","       0.00","       0.00"," 9502904.00","  491903.50"," 2408682.75"," 5630813.00","10624046.00","97987704.00"," 2349349.75","       0.00","Rep3"
"Fourth_Wounded_LL_Pools_AllZTs_Allcircadian","Fourth","Wounded","LL","Pools","AllZTs","Allcircadian","364465184.00","  1783855.12","  1783855.12","    15464.02","    15464.02","  2143939.00","   445997.44","  2621306.25","  2621306.25"," 25784726.00","   330833.56"," 79057992.00","  5563134.50"," 25022948.00"," 23962302.00"," 19403154.00","   333391.09","Rep3"
"Fourth_Initial_LL_Day3_0_75","Fourth","Initial","LL","Day3","ZT0","75","342039008.00","  2059220.38","  2059220.38","   127977.11","   127977.11","  2411138.50","   774819.62","    13093.34","  1827155.88"," 13040512.00","   551802.50"," 88887264.00","  1112239.38"," 22741010.00"," 81053896.00"," 11881730.00","   439544.03","Rep3"
"Fourth_Wounded_LD_Day1_12_334","Fourth","Wounded","LD","Day1","ZT12","334","395638784.0","  1663469.6","  1663469.6","   443518.7","   443518.7"," 10213503.0","  5992703.0","  2757727.2","  2757727.2"," 66503576.0","  3339548.5"," 62480916.0"," 19869020.0"," 39511416.0","139337280.0","  9047883.0","   632472.8","Rep3"
"Fourth_Initial_LL_Day2_8_406","Fourth","Initial","LL","Day2","ZT8","406","90816480.00","  306337.31","  306337.31","       0.00","       0.00","  593458.94","   57303.43"," 1612397.12"," 1612397.12"," 6773007.50","  321403.19","56024928.00","  787641.44","22491122.00","87199056.00"," 9657901.00","  102148.59","Rep3"
"Fourth_Wounded_LD_Day1_20_345","Fourth","Wounded","LD","Day1","ZT20","345","129413496.00","   300336.88","   300336.88","    31671.83","    31671.83","  2278314.50","   408318.38","   847716.31","   847716.31"," 14257181.00","   453382.47"," 53490228.00","  5095219.00"," 19518642.00"," 82931184.00"," 13082264.00","   193717.48","Rep3"
"Fourth_Wounded_LD_Day1_8__327","Fourth","Wounded","LD","Day1","ZT8","327","103010616.0","   211703.3","   211703.3","        0.0","        0.0","  1579669.1","   223812.2","  1073060.9","  1073060.9"," 26268402.0","   495492.2"," 40195128.0","  9907027.0"," 17215396.0"," 89008360.0"," 12063716.0","   183380.8","Rep3"
"Fourth_Wounded_LD_Day1_16_339","Fourth","Wounded","LD","Day1","ZT16","339"," 9548992.000","   31012.021","   31012.021","    7565.918","    7565.918","  391133.750","   31555.273","       0.000","  126125.672"," 2171180.000","  146469.797","15782855.000","  845964.625"," 6855699.000","33136102.000"," 2925171.750","   24736.744","Rep3"
"Fourth_Wounded_LD_Day2_0_351","Fourth","Wounded","LD","Day2","ZT0","351","115219640.00","   441687.31","   441687.31","    27416.46","    27416.46","  1195809.88","   788463.69","    72177.28","   648639.19"," 23199140.00","   919642.69"," 52857348.00","  7820074.00"," 20912746.00"," 99166536.00","  5912209.00","   221334.75","Rep3"
"Fourth_Wounded_LD_Day2_16_374","Fourth","Wounded","LD","Day2","ZT16","374"," 88819632.00","   284958.81","   284958.81","    24593.78","    24593.78","  1977343.50","   320873.22","   867185.38","   867185.38"," 11690034.00","   475969.94"," 41082980.00","  2166870.75"," 14887791.00","111161752.00"," 11692286.00","   154630.27","Rep3"
"Fourth_Wounded_LD_Day1_4_321","Fourth","Wounded","LD","Day1","ZT4","321","57617736.00","  122065.61","  122065.61","   20890.61","   20890.61"," 1077260.62","  356214.12","  598774.56","  598774.56","12696691.00","  437786.84","32925340.00"," 3934541.00","17031258.00","69582520.00"," 6182786.00","  106444.69","Rep3"
"Fourth_Wounded_LD_Day2_12_369","Fourth","Wounded","LD","Day2","ZT12","369","86567408.000","  223857.703","  223857.703","    7919.231","    7919.231"," 1597183.875","  232548.281","   55698.137","  832056.688","17075296.000","  248235.641","35766460.000"," 6985189.000","16780886.000","76408200.000","10637459.000","  111302.602","Rep3"
"Fourth_Wounded_LD_Day2_20_380","Fourth","Wounded","LD","Day2","ZT20","380","154949728.00","  1314262.75","  1314262.75","    22005.57","    22005.57","  1834335.25","   820751.50","  1657829.38","  1657829.38"," 20345612.00","   790996.81"," 51372252.00","  9347068.00"," 25177244.00"," 96584208.00"," 13284199.00","   333131.72","Rep3"
"Fourth_Wounded_LD_Day2_8_363","Fourth","Wounded","LD","Day2","ZT8","363","80336240.00","  328099.69","  328099.69","   10588.82","   10588.82"," 1425394.62","  176565.84","   57017.74","  871696.38","17169402.00","  350132.47","48624544.00","11983079.00","24374296.00","89693400.00"," 9648691.00","  117339.54","Rep3"
"Fourth_Wounded_LL_Day1_4_9","Fourth","Wounded","LL","Day1","ZT4","9","47798632.00","  266746.34","  266746.34","       0.00","       0.00","  417932.62","   43759.02"," 1553462.00"," 1553462.00","14002100.00","  308471.09","55845360.00"," 1519443.00","20047366.00","81907552.00"," 7134397.50","   99133.73","Rep3"
"Fourth_Wounded_LL_Day1_16_27","Fourth","Wounded","LL","Day1","ZT16","27"," 49343280.00","   363521.50","   363521.50","        0.00","        0.00","   215749.22","    49078.26","   719584.94","   719584.94","  9755175.00","   200911.58"," 63813304.00","  1860409.00"," 15353339.00","104929072.00","  7600801.00","    87168.34","Rep3"
"Fourth_Wounded_LL_Day1_20_33","Fourth","Wounded","LL","Day1","ZT20","33","138560720.0","   813901.1","   813901.1","        0.0","        0.0","  1148244.8","   160902.2","  1966361.0","  1966361.0"," 15301038.0","   553465.2"," 89085096.0","  3106395.0"," 30515616.0"," 93969416.0"," 10439232.0","   183520.1","Rep3"
"Fourth_Wounded_LL_Day1_12_21","Fourth","Wounded","LL","Day1","ZT12","21","170268256.0","   891580.7","   891580.7","        0.0","        0.0","   345861.7","   159114.4","  1380178.2","  1380178.2","  9419108.0","   383750.1"," 95935296.0","  1023696.4"," 24748954.0","110653224.0"," 11108164.0","   207684.7","Rep3"
"Fourth_Wounded_LL_Day1_0_315","Fourth","Wounded","LL","Day1","ZT0","315","61060088.00","  323630.16","  323630.16","       0.00","       0.00","  158577.03","  246067.89","   19747.61","   19747.61","20824924.00","  183329.50","59740276.00","16145671.00","17731694.00","68291448.00","10947721.00","   91060.38","Rep3"
"Fourth_Wounded_LD_Day3_0_387","Fourth","Wounded","LD","Day3","ZT0","387","122285296.0","   438491.5","   438491.5","        0.0","        0.0","  2410128.2","   471081.8","  1220359.5","  1220359.5"," 14753920.0","   377668.3"," 63869524.0","  4902832.0"," 17441372.0"," 71173232.0","  9864621.0","   158516.3","Rep3"
"Fourth_Wounded_LD_Day2_4_357","Fourth","Wounded","LD","Day2","ZT4","357","452748768.0","  1367235.2","  1367235.2","   165153.7","   165153.7","  8033055.5","  4967626.5","  3109915.8","  3109915.8"," 74177856.0","  2532803.2"," 61674032.0"," 17165604.0"," 37902884.0","159082688.0","   827792.4","   666212.6","Rep3"
"Fourth_Wounded_LL_Day1_8_17","Fourth","Wounded","LL","Day1","ZT8","17","83168000.00","  197988.36","  197988.36","       0.00","       0.00","  361320.50","   32510.31","   63703.83","  936376.69"," 5734943.50","  579700.44","65823308.00","  604209.06","20053126.00","88523416.00"," 9673196.00","  113538.83","Rep3"
"Fourth_Wounded_LL_Day2_16_63","Fourth","Wounded","LL","Day2","ZT16","63","179086208.00","  1179393.62","  1179393.62","        0.00","        0.00","   229013.56","    25234.35","        0.00","  1314508.88"," 10119329.00","   509269.12","101656928.00","  1290935.38"," 27158598.00"," 64090596.00"," 10684378.00","   246267.94","Rep3"
"Fourth_Wounded_LL_Day2_4_45","Fourth","Wounded","LL","Day2","ZT4","45","72687648.00","  244076.97","  244076.97","       0.00","       0.00","  627757.38","   51597.95"," 2109379.50"," 2109379.50"," 6939953.00","  284474.50","68791688.00","  886645.19","19355226.00","97562704.00"," 7956691.50","  105493.88","Rep3"
"Fourth_Wounded_LL_Day2_8_51","Fourth","Wounded","LL","Day2","ZT8","51","96323968.00","  243630.84","  243630.84","   10674.46","   10674.46","  595067.12","   67837.02","   21590.22","  875633.38"," 5847077.00","  402694.91","77089808.00","  682917.75","19807474.00","80178088.00"," 9091332.00","   89287.19","Rep3"
"Fourth_Wounded_LL_Day2_12_57","Fourth","Wounded","LL","Day2","ZT12","57","60969144.00","  174871.55","  174871.55","       0.00","       0.00"," 2269032.00","   58415.45","   69939.77"," 2122613.75","12187826.00","  360954.25","65790548.00"," 1214930.50","14588079.00","61826256.00"," 9065900.00","   66166.75","Rep3"
"Fourth_Wounded_LL_Day2_0_39","Fourth","Wounded","LL","Day2","ZT0","39","3.703703e+08","2.791840e+06","2.791840e+06","9.138019e+03","9.138019e+03","1.636232e+06","6.985465e+05","1.461436e+04","1.871553e+06","1.472341e+07","7.955931e+05","8.137458e+07","2.606855e+06","2.492729e+07","6.021628e+07","9.883160e+06","3.645423e+05","Rep3"
"Fourth_Wounded_LL_Day2_20_72","Fourth","Wounded","LL","Day2","ZT20","72","334735776.00","  2237282.25","  2237282.25","        0.00","        0.00","   486111.91","   185297.98","    23230.32","  1609265.00"," 11271766.00","   210974.14"," 81406728.00","  3502680.25"," 18975052.00"," 65765252.00"," 10116056.00","   458355.56","Rep3"
"Fourth_Wounded_LL_Day3_0_75","Fourth","Wounded","LL","Day3","ZT0","75","410829632.00","  1100308.50","  1100308.50","    88484.29","    88484.29","  2050052.88","   933282.50","    23971.41","  1736993.62","  8675005.00","   227013.97","108087808.00","  1066855.38"," 25104040.00","    41843.64"," 16219313.00","   348222.62","Rep3"
"Sixteenth_AllSamps_Batch3_Pools_AllZTs_AllSampsTech1","Sixteenth","AllSamps","Batch3","Pools","AllZTs","AllSampsTech1","61144448.00","  312201.25","  312201.25","   10444.79","   10444.79","  687455.25","  165830.00","  729538.06","  729538.06"," 4768963.00","  317485.66","55717648.00"," 3157697.25","18118794.00","83030000.00"," 6872523.00","   91812.81","Rep3"
"Sixteenth_AllSamps_Batch3_Pools_AllZTs_AllSampsTech2","Sixteenth","AllSamps","Batch3","Pools","AllZTs","AllSampsTech2","51262944.000","  209414.062","  209414.062","    9278.509","    9278.509","  593498.500","  119217.180","  692182.438","  692182.438"," 4340722.500","  227069.547","54873688.000"," 2766974.500","14616054.000","68699400.000"," 5518532.000","   64435.961","Rep3"
"Sixteenth_Initial_LL_Pools_AllZTs_Allcircadian","Sixteenth","Initial","LL","Pools","AllZTs","Allcircadian","28249520.00","  257654.19","  257654.19","       0.00","       0.00","  131680.52","   99896.41","  344286.69","  344286.69"," 3323061.25","       0.00","37719108.00"," 6425063.50","10717443.00","97172864.00"," 4759069.50","   51684.82","Rep3"
"Sixteenth_Wounded_LL_Pools_AllZTs_circadianSampsTech1","Sixteenth","Wounded","LL","Pools","AllZTs","circadianSampsTech1","106031360.00","   650059.94","   650059.94","    45603.59","    45603.59","   634362.75","    94308.57","  1561240.12","  1561240.12","  8177698.00","   481137.84"," 76704152.00","  1561244.12"," 24138438.00","   647452.94"," 10427163.00","   102964.73","Rep3"
"Sixteenth_Initial_LL_Pools_AllZTs_circadianSampsTech3","Sixteenth","Initial","LL","Pools","AllZTs","circadianSampsTech3","1.270316e+08","7.833569e+05","7.833569e+05","9.521715e+03","9.521715e+03","7.759602e+05","1.125873e+05","1.808219e+05","1.615427e+06","1.051365e+07","4.313103e+05","9.593590e+07","1.716095e+06","2.605327e+07","6.136430e+05","1.151611e+07","1.505975e+05","Rep3"
"Sixteenth_Initial_LL_Pools_AllZTs_circadianSampsTech2","Sixteenth","Initial","LL","Pools","AllZTs","circadianSampsTech2","148019136.0","   717973.4","   717973.4","        0.0","        0.0","   648198.7","   107328.2","  1844384.9","  1844384.9","  9668333.0","   608133.8"," 87035760.0","  1534418.8"," 23694176.0","   682330.2","  9774040.0","   207112.2","Rep3"
"Sixteenth_AllSamps_Batch3_Pools_AllZTs_AllSampsTech3","Sixteenth","AllSamps","Batch3","Pools","AllZTs","AllSampsTech3","46381988.00","  269410.66","  269410.66","       0.00","       0.00","  427468.59","  124183.67","  475046.03","  475046.03"," 4104341.75","  274062.28","48885248.00"," 2869884.25","12864768.00","57162916.00"," 5192947.00","   73009.74","Rep3"
"Sixteenth_Initial_LD_Day1_0_82","Sixteenth","Initial","LD","Day1","ZT0","82","  182325.08","       0.00","       0.00","       0.00","       0.00","   15629.74","   12675.81","   61019.51","   61019.51"," 2881150.50","  394064.56"," 1266331.75"," 1414609.50"," 9774112.00","76467168.00"," 2369316.00","       0.00","Rep3"
"Sixteenth_Initial_LD_Pools_AllZTs_Alldiel","Sixteenth","Initial","LD","Pools","AllZTs","Alldiel","55214336.00","  213502.86","  213502.86","   12609.32","   12609.32"," 1163797.00","  293485.28","  836635.56","  836635.56","11437140.00","  441361.84","36571092.00"," 6373678.50","13362336.00","29841828.00"," 8884832.00","  107860.80","Rep3"
"Sixteenth_Initial_LD_Day1_12_100","Sixteenth","Initial","LD","Day1","ZT12","100","33313916.00","  141405.88","  141405.88","   37477.99","   37477.99","  716032.88","  472697.53","  503918.88","  503918.88"," 9370070.00","       0.00","16876754.00"," 5935835.00","11760084.00","39449876.00"," 7798232.00","   56053.88","Rep3"
"Sixteenth_Initial_LD_Day2_12_135","Sixteenth","Initial","LD","Day2","ZT12","135","32425722.000","  104054.008","  104054.008","    8092.456","    8092.456","  762781.250","  135156.516","  448297.406","  448297.406"," 3999096.250","  246735.781","25745254.000"," 4516236.000"," 9990137.000","35460988.000"," 6153149.500","   69742.883","Rep3"
"Sixteenth_Initial_LD_Day1_4_87","Sixteenth","Initial","LD","Day1","ZT4","87"," 9420274.00","   15205.98","   15205.98","       0.00","       0.00","  275683.59","   71759.91","       0.00","  194600.12"," 2346145.75","  291427.22"," 6511871.00"," 1251671.88"," 5700093.50","39916592.00"," 1681774.88","   39518.46","Rep3"
"Sixteenth_Initial_LD_Day1_8_95","Sixteenth","Initial","LD","Day1","ZT8","95","27345576.00","   84232.20","   84232.20","   13429.75","   13429.75","  605395.69","  233477.56","  286019.75","  286019.75"," 5551436.00","  554769.25","19546318.00"," 4370087.50","13635863.00","65653880.00"," 2605896.00","       0.00","Rep3"
"Sixteenth_Initial_LD_Day2_0_117","Sixteenth","Initial","LD","Day2","ZT0","117","30419104.00","  165936.30","  165936.30","   12769.26","   12769.26","  462114.75","  154549.72","   31079.84","  517727.34"," 5148554.50","  453719.41","24469236.00"," 2396828.50"," 8298526.00","58653068.00"," 5165284.50","   71115.22","Rep3"
"Sixteenth_Initial_LD_Day2_16_142","Sixteenth","Initial","LD","Day2","ZT16","142","44092116.00","  257934.34","  257934.34","   16840.16","   16840.16","  915780.69","  412459.53","  662116.94","  662116.94"," 5488705.50","  796228.25","25246872.00"," 3474245.25"," 8755938.00","68286856.00"," 5331116.50","  126951.45","Rep3"
"Sixteenth_Initial_LD_Day1_20_109","Sixteenth","Initial","LD","Day1","ZT20","109"," 31397812.00","    86179.39","    86179.39","        0.00","        0.00","  1001142.94","   195517.33","   710699.81","   710699.81","  7064764.50","   758290.25"," 15413283.00","  2490935.00"," 13173612.00"," 65238424.00","  4938504.00","    61123.02","Rep3"
"Sixteenth_Initial_LD_Day1_16_107","Sixteenth","Initial","LD","Day1","ZT16","107","22729152.00","  103517.63","  103517.63","       0.00","       0.00","  397277.94","  156591.42","  373785.72","  373785.72"," 5679890.50","  171479.09","18300468.00"," 4254832.50"," 9198303.00","55109976.00"," 4592698.00","   60392.59","Rep3"
"Sixteenth_Initial_LD_Day2_8_129","Sixteenth","Initial","LD","Day2","ZT8","129","19083720.00","   96196.46","   96196.46","       0.00","       0.00","  479163.41","   69565.63","  339076.53","  339076.53"," 2043052.62","  165447.25","16204466.00"," 4324628.00"," 9971276.00","59245236.00"," 4774046.00","   45797.88","Rep3"
"Sixteenth_Initial_LD_Day2_20_149","Sixteenth","Initial","LD","Day2","ZT20","149","34060464.00","  180363.44","  180363.44","       0.00","       0.00","  817672.94","   95152.53","  459278.59","  434646.91"," 4731790.50","  218277.95","19228340.00"," 2534651.25"," 9874235.00","70884120.00"," 4304377.50","   49344.44","Rep3"
"Sixteenth_Initial_LL_Day1_0_393","Sixteenth","Initial","LL","Day1","ZT0","393","24814926.0","  159511.1","  159511.1","       0.0","       0.0","  166000.0","  175073.7","  444924.3","  444924.3"," 6772181.5","       0.0","42004144.0","13734827.0","14478131.0","38406996.0"," 6844217.5","   47747.5","Rep3"
"Sixteenth_Initial_LD_Day3_0_153","Sixteenth","Initial","LD","Day3","ZT0","153","48788136.00","  237016.80","  237016.80","       0.00","       0.00"," 1482000.75","  182937.11"," 1172793.00"," 1172793.00"," 5050008.00","  306352.31","35874356.00"," 2660094.00","12930256.00","58399824.00"," 6554769.00","   75068.63","Rep3"
"Sixteenth_Initial_LL_Day2_4_405","Sixteenth","Initial","LL","Day2","ZT4","405","19709248.00","   81981.81","   81981.81","       0.00","       0.00","  197891.30","   18138.17","  609821.06","  609821.06"," 2051906.50","  138839.03","27759410.00","  343136.19","10464692.00","79613440.00"," 4536358.50","   25660.12","Rep3"
"Sixteenth_Initial_LL_Day2_16_408","Sixteenth","Initial","LL","Day2","ZT16","408","20838908.000","  121421.539","  121421.539","       0.000","       0.000","   24616.811","    6813.923","  218536.953","  218536.953"," 1259611.000","   52663.359","38354816.000","  215048.141"," 7470391.000","43698744.000"," 2295797.250","   54689.867","Rep3"
"Sixteenth_Initial_LL_Day1_8_400","Sixteenth","Initial","LL","Day1","ZT8","400","28424484.00","  159272.09","  159272.09","       0.00","       0.00","       0.00","   32199.56","  201365.61","  201365.61"," 2434906.75","  103355.41","45228168.00","  486748.62","15669592.00","77005656.00"," 6385398.50","   47531.89","Rep3"
"Sixteenth_Initial_LL_Day2_12_407","Sixteenth","Initial","LL","Day2","ZT12","407","11409579.00","   37843.82","   37843.82","       0.00","       0.00","  320983.06","   15198.78","   12145.52","  487344.72"," 1667211.50","   64726.79","26464594.00","  332698.66"," 6729036.00","43406568.00"," 2704633.00","   40005.94","Rep3"
"Sixteenth_Initial_LL_Day1_16_402","Sixteenth","Initial","LL","Day1","ZT16","402","34961932.00","  230165.20","  230165.20","       0.00","       0.00","  114389.03","   29812.21","       0.00","  354795.53"," 3524160.25","   57586.85","56762732.00","  925126.38","12565772.00","55817532.00"," 5497444.50","   54963.33","Rep3"
"Sixteenth_Initial_LL_Day2_0_404","Sixteenth","Initial","LL","Day2","ZT0","404","71886784.00","  421533.81","  421533.81","       0.00","       0.00","  376819.25","   92944.13","  429840.62","  429840.62"," 1713568.25","   84810.07","56688288.00","  800752.62","12998098.00","47204508.00"," 4652221.00","   75141.72","Rep3"
"Sixteenth_Initial_LL_Day1_12_401","Sixteenth","Initial","LL","Day1","ZT12","401","18223528.000","   61121.680","   61121.680","       0.000","       0.000","  140287.156","    8168.698","  675308.812","  675308.812"," 2838563.750","  105846.836","36671256.000","  514756.938","11237412.000","64424916.000"," 4074374.750","   36740.961","Rep3"
"Sixteenth_Initial_LL_Day1_4_399","Sixteenth","Initial","LL","Day1","ZT4","399","53175248.00","  449567.00","  449567.00","       0.00","       0.00","  207350.16","   85595.62","   14245.02","  251327.33"," 2016674.38","       0.00","36040396.00","  395324.12","15470545.00","73002832.00"," 4390487.00","   81081.26","Rep3"
